nom	g	h	b	tw	tf	r1	r2	A	hi	d	phi	pmin	pmax	AL	AG	iiy	Wely	Wply	iy	Avz	iiz	Welz	Wplz	iz	ss	It	Iw	vy	vyp	vz	vzp	vty	vtz	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12
UAP 200	25,1	0,2	0,075	0,008	0,0115	0,0115	-1	0,003198	0,177	0,154	16	0,035	0,046	0,67	26,86	0,00001946	0,0001946	0,0002301	0,078	0,001697	0,000001697	0,00003213	0,00005829	0,023	0,0262	1,124E-007	0,00000001	0,0528	0,0222	0,1	0,1	-0,0453	0	-0,0222	-0,1	0,0528	-0,1	0,0528	-0,0885	-0,0142	-0,0885	-0,0142	0,0885	0,0528	0,0885	0,0528	0,1	-0,0222	0,1
UAP 220	28,5	0,22	0,08	0,008	0,0125	0,0125	-1	0,003627	0,195	0,17	16	0,036	0,051	0,73	25,75	0,0000271	0,0002464	0,0002899	0,0864	0,001883	0,000002223	0,00003968	0,00007256	0,0248	0,0278	0,000000144	1,582E-008	0,056	0,024	0,11	0,11	-0,0494	0	-0,024	-0,11	0,056	-0,11	0,056	-0,0975	-0,016	-0,0975	-0,016	0,0975	0,056	0,0975	0,056	0,11	-0,024	0,11
UAP 250	34,4	0,25	0,085	0,009	0,0135	0,0135	-1	0,00438	0,223	0,196	22	0,043	0,047	0,81	23,57	0,00004136	0,0003309	0,0003918	0,0972	0,002389	0,000002954	0,00004887	0,00008765	0,026	0,0304	2,038E-007	2,743E-008	0,0605	0,0245	0,125	0,125	-0,0504	0	-0,0245	-0,125	0,0605	-0,125	0,0605	-0,1115	-0,0155	-0,1115	-0,0155	0,1115	0,0605	0,1115	0,0605	0,125	-0,0245	0,125
UAP 300	46	0,3	0,1	0,0095	0,016	0,016	-1	0,005856	0,268	0,236	27	0,051	0,053	0,97	21,04	0,0000817	0,0005447	0,0006393	0,1181	0,003064	0,000005621	0,00007988	0,0001458	0,031	0,0349	0,000000363	0,000000075	0,0704	0,0296	0,15	0,15	-0,0617	0	-0,0296	-0,15	0,0704	-0,15	0,0704	-0,134	-0,0201	-0,134	-0,0201	0,134	0,0704	0,134	0,0704	0,15	-0,0296	0,15
UPE 80	7,9	0,08	0,05	0,004	0,007	0,01	-1	0,00101	0,066	0,046	-1	-1	-1	0,343	43,45	0,00000107	0,0000268	0,0000312	0,0326	0,000405	0,000000255	0,000008	0,0000143	0,0159	0,0169	1,47E-008	2,2E-010	0,0318	0,0182	0,04	0,04	-0,0371	0	-0,0182	-0,04	0,0318	-0,04	0,0318	-0,033	-0,0142	-0,033	-0,0142	0,033	0,0318	0,033	0,0318	0,04	-0,0182	0,04
UPE 100	9,82	0,1	0,055	0,0045	0,0075	0,01	-1	0,00125	0,085	0,065	12	0,035	0,036	0,402	41	0,00000207	0,0000414	0,000048	0,0407	0,000534	0,000000383	0,0000106	0,0000193	0,0175	0,0179	2,01E-008	5,3E-010	0,0359	0,0191	0,05	0,05	-0,0393	0	-0,0191	-0,05	0,0359	-0,05	0,0359	-0,0425	-0,0146	-0,0425	-0,0146	0,0425	0,0359	0,0425	0,0359	0,05	-0,0191	0,05
UPE 120	12,1	0,12	0,06	0,005	0,008	0,012	-1	0,00154	0,104	0,08	12	0,035	0,041	0,46	37,98	0,00000364	0,0000606	0,0000703	0,0486	0,000718	0,000000555	0,0000138	0,0000253	0,019	0,02	0,000000029	1,12E-009	0,0402	0,0198	0,06	0,06	-0,0412	0	-0,0198	-0,06	0,0402	-0,06	0,0402	-0,052	-0,0148	-0,052	-0,0148	0,052	0,0402	0,052	0,0402	0,06	-0,0198	0,06
UPE 140	14,5	0,14	0,065	0,005	0,009	0,012	-1	0,00184	0,122	0,098	16	0,035	0,038	0,52	35,95	0,000006	0,0000856	0,0000988	0,0571	0,000825	0,000000788	0,0000182	0,0000332	0,0207	0,021	4,05E-008	2,2E-009	0,0433	0,0217	0,07	0,07	-0,0454	0	-0,0217	-0,07	0,0433	-0,07	0,0433	-0,061	-0,0167	-0,061	-0,0167	0,061	0,0433	0,061	0,0433	0,07	-0,0217	0,07
UPE 160	17	0,16	0,07	0,0055	0,0095	0,012	-1	0,00217	0,141	0,117	16	0,036	0,043	0,579	34,01	0,00000911	0,000114	0,000132	0,0648	0,001	0,00000107	0,0000226	0,0000415	0,0222	0,022	0,000000052	0,000000004	0,0473	0,0227	0,08	0,08	-0,0476	0	-0,0227	-0,08	0,0473	-0,08	0,0473	-0,0705	-0,0172	-0,0705	-0,0172	0,0705	0,0473	0,0705	0,0473	0,08	-0,0227	0,08
UPE 180	19,7	0,18	0,075	0,0055	0,0105	0,012	-1	0,00251	0,159	0,135	16	0,036	0,048	0,639	32,4	0,0000135	0,00015	0,000173	0,0734	0,00112	0,00000144	0,0000286	0,0000523	0,0239	0,023	6,99E-008	6,81E-009	0,0503	0,0247	0,09	0,09	-0,0519	0	-0,0247	-0,09	0,0503	-0,09	0,0503	-0,0795	-0,0192	-0,0795	-0,0192	0,0795	0,0503	0,0795	0,0503	0,09	-0,0247	0,09
UPE 200	22,8	0,2	0,08	0,006	0,011	0,013	-1	0,0029	0,178	0,152	20	0,046	0,047	0,697	30,6	0,0000191	0,000191	0,00022	0,0811	0,00135	0,00000187	0,0000345	0,0000633	0,0254	0,0246	8,89E-008	0,000000011	0,0544	0,0256	0,1	0,1	-0,0541	0	-0,0256	-0,1	0,0544	-0,1	0,0544	-0,089	-0,0196	-0,089	-0,0196	0,089	0,0544	0,089	0,0544	0,1	-0,0256	0,1
UPE 220	26,6	0,22	0,085	0,0065	0,012	0,013	-1	0,00339	0,196	0,17	22	0,047	0,049	0,756	28,43	0,0000268	0,000244	0,000281	0,089	0,00158	0,00000247	0,0000425	0,0000782	0,027	0,0261	0,000000121	1,76E-008	0,058	0,027	0,11	0,11	-0,057	0	-0,027	-0,11	0,058	-0,11	0,058	-0,098	-0,0205	-0,098	-0,0205	0,098	0,058	0,098	0,058	0,11	-0,027	0,11
UPE 240	30,2	0,24	0,09	0,007	0,0125	0,015	-1	0,00385	0,215	0,185	24	0,047	0,051	0,813	26,89	0,000036	0,0003	0,000347	0,0967	0,00188	0,00000311	0,0000501	0,0000922	0,0284	0,0283	0,000000151	2,64E-008	0,0621	0,0279	0,12	0,12	-0,0591	0	-0,0279	-0,12	0,0621	-0,12	0,0621	-0,1075	-0,0209	-0,1075	-0,0209	0,1075	0,0621	0,1075	0,0621	0,12	-0,0279	0,12
UPE 270	35,2	0,27	0,095	0,0075	0,0135	0,015	-1	0,00448	0,243	0,213	27	0,048	0,05	0,892	25,34	0,0000525	0,000389	0,000451	0,108	0,00222	0,00000401	0,0000607	0,000112	0,0299	0,0298	0,000000199	4,36E-008	0,0661	0,0289	0,135	0,135	-0,0614	0	-0,0289	-0,135	0,0661	-0,135	0,0661	-0,1215	-0,0214	-0,1215	-0,0214	0,1215	0,0661	0,1215	0,0661	0,135	-0,0289	0,135
UPE 300	44,4	0,3	0,1	0,0095	0,015	0,015	-1	0,00566	0,27	0,24	27	0,05	0,055	0,968	21,78	0,0000782	0,000522	0,000613	0,118	0,00303	0,00000538	0,0000756	0,000137	0,0308	0,0333	0,000000315	7,27E-008	0,0711	0,0289	0,15	0,15	-0,0603	0	-0,0289	-0,15	0,0711	-0,15	0,0711	-0,135	-0,0194	-0,135	-0,0194	0,135	0,0711	0,135	0,0711	0,15	-0,0289	0,15
UPE 330	53,2	0,33	0,105	0,011	0,016	0,018	-1	0,00678	0,298	0,262	27	0,054	0,06	1,043	19,6	0,0001101	0,000667	0,000792	0,127	0,00388	0,00000681	0,0000897	0,000156	0,0317	0,0375	0,000000452	0,000000112	0,076	0,029	0,165	0,165	-0,06	0	-0,029	-0,165	0,076	-0,165	0,076	-0,149	-0,018	-0,149	-0,018	0,149	0,076	0,149	0,076	0,165	-0,029	0,165
UPE 360	61,2	0,36	0,11	0,012	0,017	0,018	-1	0,00779	0,326	0,29	27	0,055	0,065	1,121	18,32	0,0001483	0,000824	0,000982	0,138	0,00456	0,00000844	0,000105	0,000178	0,0329	0,0395	0,000000585	0,000000166	0,0803	0,0297	0,18	0,18	-0,0612	0	-0,0297	-0,18	0,0803	-0,18	0,0803	-0,163	-0,0177	-0,163	-0,0177	0,163	0,0803	0,163	0,0803	0,18	-0,0297	0,18
UPE 400	72,2	0,4	0,115	0,0135	0,018	0,018	-1	0,00919	0,364	0,328	27	0,057	0,07	1,218	16,87	0,0002098	0,00105	0,00126	0,151	0,00562	0,00001045	0,000123	0,000191	0,0337	0,042	0,000000791	0,000000259	0,0852	0,0298	0,2	0,2	-0,0606	0	-0,0298	-0,2	0,0852	-0,2	0,0852	-0,182	-0,0163	-0,182	-0,0163	0,182	0,0852	0,182	0,0852	0,2	-0,0298	0,2
UPN 50x25	3,86	0,05	0,025	0,005	0,006	0,006	0,003	0,000492	-1	-1	-1	-1	-1	-1	-1	0,000000168	0,0000067	-1	-1	-1	0,000000025	0,00000148	-1	-1	-1	-1	-1	0,017	0,008	0,025	0,025	-0,0143	0	-0,008	-0,025	0,017	-0,025	0,017	-0,019	-0,003	-0,019	-0,003	0,019	0,017	0,019	0,017	0,025	-0,008	0,025
UPN 50x38	5,59	0,05	0,038	0,005	0,007	0,007	0,0035	0,000712	-1	0,021	-1	-1	-1	0,232	42,22	0,000000264	0,0000106	0,0000131	0,0192	0,000277	9,12E-008	0,00000375	0,00000678	0,0113	0,0167	1,12E-008	3E-011	0,0243	0,0137	0,025	0,025	-0,0247	0	-0,0137	-0,025	0,0243	-0,025	0,0243	-0,018	-0,0087	-0,018	-0,0087	0,018	0,0243	0,018	0,0243	0,025	-0,0137	0,025
UPN 60	5,02	0,06	0,03	0,006	0,006	0,006	0,003	0,000646	-1	-1	-1	-1	-1	-1	-1	0,000000316	0,0000105	-1	-1	-1	0,000000045	0,00000216	-1	-1	-1	-1	-1	0,021	0,009	0,03	0,03	-0,0162	0	-0,009	-0,03	0,021	-0,03	0,021	-0,024	-0,003	-0,024	-0,003	0,024	0,021	0,024	0,021	0,03	-0,009	0,03
UPN 65	7,09	0,065	0,042	0,0055	0,0075	0,0075	0,004	0,000903	-1	0,034	-1	-1	-1	0,273	39,57	0,000000575	0,0000177	0,0000217	0,0252	0,000368	0,000000141	0,00000507	0,00000938	0,0125	0,018	1,61E-008	8E-011	0,0278	0,0142	0,0325	0,0325	-0,026	0	-0,0142	-0,0325	0,0278	-0,0325	0,0278	-0,025	-0,0087	-0,025	-0,0087	0,025	0,0278	0,025	0,0278	0,0325	-0,0142	0,0325
UPN 80	8,64	0,08	0,045	0,006	0,008	0,008	0,004	0,0011	-1	0,047	-1	-1	-1	0,312	37,1	0,00000106	0,0000265	0,0000323	0,031	0,00049	0,000000194	0,00000636	0,0000119	0,0133	0,0194	0,000000022	1,8E-010	0,0305	0,0145	0,04	0,04	-0,0267	0	-0,0145	-0,04	0,0305	-0,04	0,0305	-0,032	-0,0085	-0,032	-0,0085	0,032	0,0305	0,032	0,0305	0,04	-0,0145	0,04
UPN 100	10,6	0,1	0,05	0,006	0,0085	0,0085	0,0045	0,00135	-1	0,064	-1	-1	-1	0,372	35,1	0,00000206	0,0000412	0,000049	0,0391	0,000646	0,000000293	0,00000849	0,0000162	0,0147	0,0203	2,81E-008	4,1E-010	0,0345	0,0155	0,05	0,05	-0,0293	0	-0,0155	-0,05	0,0345	-0,05	0,0345	-0,0415	-0,0095	-0,0415	-0,0095	0,0415	0,0345	0,0415	0,0345	0,05	-0,0155	0,05
UPN 120	13,4	0,12	0,055	0,007	0,009	0,009	0,0045	0,0017	-1	0,082	-1	-1	-1	0,434	32,52	0,00000364	0,0000607	0,0000726	0,0462	0,00088	0,000000432	0,0000111	0,0000212	0,0159	0,0222	4,15E-008	9E-010	0,039	0,016	0,06	0,06	-0,0303	0	-0,016	-0,06	0,039	-0,06	0,039	-0,051	-0,009	-0,051	-0,009	0,051	0,039	0,051	0,039	0,06	-0,016	0,06
UPN 140	16	0,14	0,06	0,007	0,01	0,01	0,005	0,00204	-1	0,098	12	0,033	0,037	0,489	30,54	0,00000605	0,0000864	0,000103	0,0545	0,00104	0,000000627	0,0000148	0,0000283	0,0175	0,0239	5,68E-008	1,8E-009	0,0425	0,0175	0,07	0,07	-0,0337	0	-0,0175	-0,07	0,0425	-0,07	0,0425	-0,06	-0,0105	-0,06	-0,0105	0,06	0,0425	0,06	0,0425	0,07	-0,0175	0,07
UPN 160	18,8	0,16	0,065	0,0075	0,0105	0,0105	0,0055	0,0024	-1	0,115	12	0,034	0,042	0,546	28,98	0,00000925	0,000116	0,000138	0,0621	0,00126	0,000000853	0,0000183	0,0000352	0,0189	0,0253	7,39E-008	3,26E-009	0,0466	0,0184	0,08	0,08	-0,0356	0	-0,0184	-0,08	0,0466	-0,08	0,0466	-0,0695	-0,0109	-0,0695	-0,0109	0,0695	0,0466	0,0695	0,0466	0,08	-0,0184	0,08
UPN 180	22	0,18	0,07	0,008	0,011	0,011	0,0055	0,0028	-1	0,133	16	0,038	0,041	0,611	27,8	0,0000135	0,00015	0,000179	0,0695	0,00151	0,00000114	0,0000224	0,0000429	0,0202	0,0267	9,55E-008	5,57E-009	0,0508	0,0192	0,09	0,09	-0,0375	0	-0,0192	-0,09	0,0508	-0,09	0,0508	-0,079	-0,0112	-0,079	-0,0112	0,079	0,0508	0,079	0,0508	0,09	-0,0192	0,09
UPN 200	25,3	0,2	0,075	0,0085	0,0115	0,0115	0,006	0,00322	-1	0,151	16	0,039	0,046	0,661	26,15	0,0000191	0,000191	0,000228	0,077	0,00177	0,00000148	0,000027	0,0000518	0,0214	0,0281	0,000000119	9,07E-009	0,0549	0,0201	0,1	0,1	-0,0394	0	-0,0201	-0,1	0,0549	-0,1	0,0549	-0,0885	-0,0116	-0,0885	-0,0116	0,0885	0,0549	0,0885	0,0549	0,1	-0,0201	0,1
UPN 220	29,4	0,22	0,08	0,009	0,0125	0,0125	0,0065	0,00374	-1	0,167	16	0,04	0,051	0,718	24,46	0,0000269	0,000245	0,000292	0,0848	0,00206	0,00000197	0,0000336	0,0000641	0,023	0,0303	0,00000016	1,46E-008	0,0586	0,0214	0,11	0,11	-0,042	0	-0,0214	-0,11	0,0586	-0,11	0,0586	-0,0975	-0,0124	-0,0975	-0,0124	0,0975	0,0586	0,0975	0,0586	0,11	-0,0214	0,11
UPN 240	33,2	0,24	0,085	0,0095	0,013	0,013	0,0065	0,00423	-1	0,184	20	0,046	0,05	0,775	23,34	0,000036	0,0003	0,000358	0,0922	0,00237	0,00000248	0,0000396	0,0000757	0,0242	0,0317	0,000000197	2,21E-008	0,0627	0,0223	0,12	0,12	-0,0439	0	-0,0223	-0,12	0,0627	-0,12	0,0627	-0,107	-0,0128	-0,107	-0,0128	0,107	0,0627	0,107	0,0627	0,12	-0,0223	0,12
UPN 260	37,9	0,26	0,09	0,01	0,014	0,014	0,007	0,00483	-1	0,2	22	0,05	0,052	0,834	22	0,0000482	0,000371	0,000442	0,0999	0,00271	0,00000317	0,0000477	0,0000916	0,0256	0,0339	0,000000255	3,33E-008	0,0664	0,0236	0,13	0,13	-0,0466	0	-0,0236	-0,13	0,0664	-0,13	0,0664	-0,116	-0,0136	-0,116	-0,0136	0,116	0,0664	0,116	0,0664	0,13	-0,0236	0,13
UPN 280	41,8	0,28	0,095	0,01	0,015	0,015	0,0075	0,00533	-1	0,216	22	0,052	0,057	0,89	21,27	0,0000628	0,000448	0,000532	0,109	0,00293	0,00000399	0,0000572	0,000109	0,0274	0,0356	0,00000031	4,85E-008	0,0697	0,0253	0,14	0,14	-0,0502	0	-0,0253	-0,14	0,0697	-0,14	0,0697	-0,125	-0,0153	-0,125	-0,0153	0,125	0,0697	0,125	0,0697	0,14	-0,0253	0,14
UPN 300	46,2	0,3	0,1	0,01	0,016	0,016	0,008	0,00588	-1	0,232	24	0,055	0,059	0,95	20,58	0,0000803	0,000535	0,000632	0,117	0,00318	0,00000495	0,0000678	0,00013	0,029	0,0373	0,000000374	6,91E-008	0,073	0,027	0,15	0,15	-0,0541	0	-0,027	-0,15	0,073	-0,15	0,073	-0,134	-0,017	-0,134	-0,017	0,134	0,073	0,134	0,073	0,15	-0,027	0,15
UPN 320	59,5	0,32	0,1	0,014	0,0175	0,0175	0,0088	0,00758	-1	0,246	22	0,058	0,062	0,982	16,5	0,0001087	0,000679	0,000826	0,121	0,00471	0,00000597	0,0000806	0,000152	0,0281	0,043	0,000000667	9,61E-008	0,074	0,026	0,16	0,16	-0,0482	0	-0,026	-0,16	0,074	-0,16	0,074	-0,1425	-0,012	-0,1425	-0,012	0,1425	0,074	0,1425	0,074	0,16	-0,026	0,16
UPN 350	60,6	0,35	0,1	0,014	0,016	0,016	0,008	0,00773	-1	0,282	22	0,056	0,062	1,05	17,25	0,0001284	0,000734	0,000918	0,129	0,00508	0,0000057	0,000075	0,000143	0,0272	0,0407	0,000000612	0,000000114	0,076	0,024	0,175	0,175	-0,0445	0	-0,024	-0,175	0,076	-0,175	0,076	-0,159	-0,01	-0,159	-0,01	0,159	0,076	0,159	0,076	0,175	-0,024	0,175
UPN 380	63,1	0,38	0,102	0,0135	0,016	0,016	0,008	0,00804	-1	0,313	24	0,059	0,06	1,11	17,59	0,0001576	0,000829	0,00101	0,14	0,00532	0,00000615	0,0000787	0,000148	0,0277	0,0403	0,000000591	0,000000146	0,0782	0,0238	0,19	0,19	-0,0458	0	-0,0238	-0,19	0,0782	-0,19	0,0782	-0,174	-0,0103	-0,174	-0,0103	0,174	0,0782	0,174	0,0782	0,19	-0,0238	0,19
UPN 400	71,8	0,4	0,11	0,014	0,018	0,018	0,009	0,00915	-1	0,324	27	0,061	0,062	1,18	16,46	0,0002035	0,00102	0,00124	0,149	0,00586	0,00000846	0,000102	0,00019	0,0304	0,044	0,000000816	0,000000221	0,0835	0,0265	0,2	0,2	-0,0511	0	-0,0265	-0,2	0,0835	-0,2	0,0835	-0,182	-0,0125	-0,182	-0,0125	0,182	0,0835	0,182	0,0835	0,2	-0,0265	0,2
CAE 20x20x3	0,879	0,02	0,02	0,003	0,003	0,0035	0,002	0,000112	-1	-1	-1	-1	-1	0,077	87,4	3,88E-009	0,000000276	-1	0,00589	-1	3,88E-009	0,000000276	-1	0,00589	-1	0,000000000325981	-1	0,01404	0,00596	0,01404	0,00596	-0,004460	-0,00446	-0,00596	-0,00596	0,01404	-0,00596	0,01404	-0,00296	-0,00296	-0,00296	-0,00296	0,01404	-0,00596	0,01404
CAE 25x25x3	1,11	0,025	0,025	0,003	0,003	0,0035	0,002	0,000142	-1	-1	-1	-1	-1	0,097	86,88	7,96E-009	0,000000448	-1	0,00749	-1	7,96E-009	0,000000448	-1	0,00749	-1	0,000000000415981	-1	0,01779	0,00721	0,01779	0,00721	-0,005710	-0,00571	-0,00721	-0,00721	0,01779	-0,00721	0,01779	-0,00421	-0,00421	-0,00421	-0,00421	0,01779	-0,00721	0,01779
CAE 25x25x4	1,45	0,025	0,025	0,004	0,004	0,0035	0,002	0,000185	-1	-1	-1	-1	-1	0,097	66,67	1,01E-008	0,000000582	-1	0,0074	-1	1,01E-008	0,000000582	-1	0,0074	-1	0,000000000959153	-1	0,01739	0,00761	0,01739	0,00761	-0,005610	-0,00561	-0,00761	-0,00761	0,01739	-0,00761	0,01739	-0,00361	-0,00361	-0,00361	-0,00361	0,01739	-0,00761	0,01739
CAE 30x30x3	1,36	0,03	0,03	0,003	0,003	0,005	0,0025	0,000174	-1	-1	-1	-1	-1	0,116	84,87	1,40E-008	0,000000649	-1	0,00899	-1	1,40E-008	0,000000649	-1	0,00899	-1	0,00000000050598	-1	0,02165	0,00835	0,02165	0,00835	-0,006850	-0,00685	-0,00835	-0,00835	0,02165	-0,00835	0,02165	-0,00535	-0,00535	-0,00535	-0,00535	0,02165	-0,00835	0,02165
CAE 30x30x4	1,78	0,03	0,03	0,004	0,004	0,005	0,0025	0,000227	-1	-1	-1	-1	-1	0,116	65,02	0,000000018	0,00000085	-1	0,00892	-1	0,000000018	0,00000085	-1	0,00892	-1	0,000000001172483	-1	0,02122	0,00878	0,02122	0,00878	-0,006780	-0,00678	-0,00878	-0,00878	0,02122	-0,00878	0,02122	-0,00478	-0,00478	-0,00478	-0,00478	0,02122	-0,00878	0,02122
CAE 35x35x4	2,09	0,035	0,035	0,004	0,004	0,005	0,0025	0,000267	-1	-1	-1	-1	-1	0,136	64,82	2,95E-008	0,00000118	-1	0,0105	-1	2,95E-008	0,00000118	-1	0,0105	-1	0,000000001385815	-1	0,025	0,01	0,025	0,01	-0,008000	-0,008	-0,01	-0,01	0,025	-0,01	0,025	-0,006	-0,006	-0,006	-0,006	0,025	-0,01	0,025
CAE 40x40x4	2,42	0,04	0,04	0,004	0,004	0,006	0,003	0,000308	-1	-1	-1	-1	-1	0,155	64,07	4,47E-008	0,00000155	-1	0,0121	-1	4,47E-008	0,00000155	-1	0,0121	-1	0,000000001599148	-1	0,0288	0,0112	0,0288	0,0112	-0,009200	-0,0092	-0,0112	-0,0112	0,0288	-0,0112	0,0288	-0,0072	-0,0072	-0,0072	-0,0072	0,0288	-0,0112	0,0288
CAE 40x40x5	2,97	0,04	0,04	0,005	0,005	0,006	0,003	0,000379	-1	-1	-1	-1	-1	0,155	52,07	5,43E-008	0,00000191	-1	0,012	-1	5,43E-008	0,00000191	-1	0,012	-1	0,000000003070839	-1	0,0284	0,0116	0,0284	0,0116	-0,009100	-0,0091	-0,0116	-0,0116	0,0284	-0,0116	0,0284	-0,0066	-0,0066	-0,0066	-0,0066	0,0284	-0,0116	0,0284
CAE 45x45x4	2,74	0,045	0,045	0,004	0,004	0,007	0,0035	0,000349	-1	-1	-1	-1	-1	0,174	63,46	6,43E-008	0,00000197	-1	0,0136	-1	6,43E-008	0,00000197	-1	0,0136	-1	0,000000001812481	-1	0,0327	0,0123	0,0327	0,0123	-0,010300	-0,0103	-0,0123	-0,0123	0,0327	-0,0123	0,0327	-0,0083	-0,0083	-0,0083	-0,0083	0,0327	-0,0123	0,0327
CAE 45x45x4,5	3,06	0,045	0,045	0,0045	0,0045	0,007	0,0035	0,00039	-1	-1	-1	-1	-1	0,174	56,83	7,15E-008	0,0000022	-1	0,0135	-1	7,15E-008	0,0000022	-1	0,0135	-1	0,000000002561525	-1	0,0324	0,0126	0,0324	0,0126	-0,010350	-0,01035	-0,0126	-0,0126	0,0324	-0,0126	0,0324	-0,0081	-0,0081	-0,0081	-0,0081	0,0324	-0,0126	0,0324
CAE 45x45x5	3,38	0,045	0,045	0,005	0,005	0,007	0,0035	0,00043	-1	-1	-1	-1	-1	0,174	51,51	7,84E-008	0,00000243	-1	0,0135	-1	7,84E-008	0,00000243	-1	0,0135	-1	0,000000003487503	-1	0,0322	0,0128	0,0322	0,0128	-0,010300	-0,0103	-0,0128	-0,0128	0,0322	-0,0128	0,0322	-0,0078	-0,0078	-0,0078	-0,0078	0,0322	-0,0128	0,0322
CAE 50x50x4	3,06	0,05	0,05	0,004	0,004	0,007	0,0035	0,000389	-1	-1	-1	-1	-1	0,194	63,49	8,97E-008	0,00000246	-1	0,0152	-1	8,97E-008	0,00000246	-1	0,0152	-1	0,000000002025814	-1	0,0364	0,0136	0,0364	0,0136	-0,011600	-0,0116	-0,0136	-0,0136	0,0364	-0,0136	0,0364	-0,0096	-0,0096	-0,0096	-0,0096	0,0364	-0,0136	0,0364
CAE 50x50x5	3,77	0,05	0,05	0,005	0,005	0,007	0,0035	0,00048	-1	-1	-1	-1	-1	0,194	51,46	1,10E-007	0,00000305	-1	0,0151	-1	1,10E-007	0,00000305	-1	0,0151	-1	0,000000003904169	-1	0,036	0,014	0,036	0,014	-0,011500	-0,0115	-0,014	-0,014	0,036	-0,014	0,036	-0,009	-0,009	-0,009	-0,009	0,036	-0,014	0,036
CAE 50x50x6	4,47	0,05	0,05	0,006	0,006	0,007	0,0035	0,000569	-1	-1	-1	-1	-1	0,194	43,41	1,28E-007	0,00000361	-1	0,015	-1	1,28E-007	0,00000361	-1	0,015	-1	0,000000006655689	-1	0,0355	0,0145	0,0355	0,0145	-0,011500	-0,0115	-0,0145	-0,0145	0,0355	-0,0145	0,0355	-0,0085	-0,0085	-0,0085	-0,0085	0,0355	-0,0145	0,0355
CAE 50x50x7	5,15	0,05	0,05	0,007	0,007	0,007	0,0035	0,000656	-1	-1	-1	-1	-1	0,194	37,66	1,46E-007	0,00000416	-1	0,0149	-1	1,46E-007	0,00000416	-1	0,0149	-1	0,000000010424946	-1	0,0351	0,0149	0,0351	0,0149	-0,011400	-0,0114	-0,0149	-0,0149	0,0351	-0,0149	0,0351	-0,0079	-0,0079	-0,0079	-0,0079	0,0351	-0,0149	0,0351
CAE 55x55x5	4,18	0,055	0,055	0,005	0,005	0,008	0,004	0,000532	-1	-1	-1	-1	-1	0,213	51,05	1,47E-007	0,0000037	-1	0,0166	-1	1,47E-007	0,0000037	-1	0,0166	-1	0,000000004320835	-1	0,0398	0,0152	0,0398	0,0152	-0,012700	-0,0127	-0,0152	-0,0152	0,0398	-0,0152	0,0398	-0,0102	-0,0102	-0,0102	-0,0102	0,0398	-0,0152	0,0398
CAE 55x55x6	4,95	0,055	0,055	0,006	0,006	0,008	0,004	0,000631	-1	-1	-1	-1	-1	0,213	43,04	1,73E-007	0,00000439	-1	0,0166	-1	1,73E-007	0,00000439	-1	0,0166	-1	0,000000007375686	-1	0,0394	0,0156	0,0394	0,0156	-0,012600	-0,0126	-0,0156	-0,0156	0,0394	-0,0156	0,0394	-0,0096	-0,0096	-0,0096	-0,0096	0,0394	-0,0156	0,0394
CAE 60x60x4	3,7	0,06	0,06	0,004	0,004	0,008	0,004	0,000471	-1	-1	12	34	40,5	0,233	63,07	1,58E-007	0,00000358	-1	0,0183	-1	1,58E-007	0,00000358	-1	0,0183	-1	0,00000000245248	-1	0,044	0,016	0,044	0,016	-0,014000	-0,014	-0,016	-0,016	0,044	-0,016	0,044	-0,012	-0,012	-0,012	-0,012	0,044	-0,016	0,044
CAE 60x60x5	4,57	0,06	0,06	0,005	0,005	0,008	0,004	0,000582	-1	-1	12	35	40,5	0,233	51,04	1,94E-007	0,00000445	-1	0,0182	-1	1,94E-007	0,00000445	-1	0,0182	-1	0,000000004737501	-1	0,0436	0,0164	0,0436	0,0164	-0,013900	-0,0139	-0,0164	-0,0164	0,0436	-0,0164	0,0436	-0,0114	-0,0114	-0,0114	-0,0114	0,0436	-0,0164	0,0436
CAE 60x60x6	5,42	0,06	0,06	0,006	0,006	0,008	0,004	0,000691	-1	-1	12	36	40,5	0,233	42,99	2,28E-007	0,00000529	-1	0,0182	-1	2,28E-007	0,00000529	-1	0,0182	-1	0,000000008095685	-1	0,0431	0,0169	0,0431	0,0169	-0,013900	-0,0139	-0,0169	-0,0169	0,0431	-0,0169	0,0431	-0,0109	-0,0109	-0,0109	-0,0109	0,0431	-0,0169	0,0431
CAE 60x60x8	7,09	0,06	0,06	0,008	0,008	0,008	0,004	0,000903	-1	-1	12	38	40,5	0,233	32,89	2,92E-007	0,00000689	-1	0,018	-1	2,92E-007	0,00000689	-1	0,018	-1	0,000000018759725	-1	0,0423	0,0177	0,0423	0,0177	-0,013700	-0,0137	-0,0177	-0,0177	0,0423	-0,0177	0,0423	-0,0097	-0,0097	-0,0097	-0,0097	0,0423	-0,0177	0,0423
CAE 65x65x6	5,91	0,065	0,065	0,006	0,006	0,009	0,0045	0,000753	-1	-1	16	36	38	0,252	42,7	2,92E-007	0,00000621	-1	0,0197	-1	2,92E-007	0,00000621	-1	0,0197	-1	0,000000008815683	-1	0,047	0,018	0,047	0,018	-0,015000	-0,015	-0,018	-0,018	0,047	-0,018	0,047	-0,012	-0,012	-0,012	-0,012	0,047	-0,018	0,047
